label,score_total,score_swd,score_Nd,score_Nd_drop,score_Rd,score_pressure,score_fdot_prior,score_rizk_gas_shape,score_highT_guard,f_n,K_d,rho_d,fission_rate,Dv_scale,Dg_scale,b_scale,gb_scale,gd_scale,coalescence_d_scale,capture_scale,swD_1p3_1600K,swB_1p3_1600K,Rd_1p3_1600K,Nd_1p3_1600K,Nd_1p3_1400K,Nd_1p3_1725K,Nd_drop_1725_over_1400_log10,swD_3p2_1600K,swB_3p2_1600K,max_f_cap_step_3p2_1600K,capture_fraction_sum_3p2_1600K,capture_raw_sum_3p2_1600K,dt_h,n_modes,use_full_exp,score_swig_diag
LHS_0052,2.5619333239542588,2.156398902855316,0.3406034581177859,0.0,0.13274380287265355,0.43336491141242345,0.04027325005569273,0.0,2.035665793562335,5.453470183637555e-07,228958.72555715594,51104131607629.14,5.4858414851065545e+19,1.6368080456008514,0.9679516695358273,1.4599334991963666,4.245074833398533,1.3945936657339746,4.063898708565929,0.6240851227680193,4.792524614377212,1.5473213345263102,130.43342137463765,5.155954590835525e+18,9.739233123349092e+18,1.0870264975059967e+18,-0.9522846308198825,8.970239356980764,7.065508519054833,0.00040781385123254065,0.16617675884962635,0.16617675884962635,12.0,22,0,4.57252713149589
LHS_0045,2.5691661970055324,1.5036429932763442,0.6879105426978619,0.5274310739578619,0.12746702978843613,0.2357954153798445,0.011763695203460297,0.02882857926369568,0.053724663532462455,9.033837366100393e-08,168117.42115252055,20217837429767.19,4.8663832556989006e+19,0.623084063097042,0.8299384775474797,0.8645009602236632,1.316672196919327,0.28933501560950303,0.5258069090141131,0.5073535307092254,0.9719606966040527,2.885959131220113,88.6542086152926,3.33013639967216e+18,3.3811128565529887e+18,3.1727944941387387e+18,-0.027617723900546884,1.9516556405589829,9.677783515578733,0.00011361436382439376,0.022009660225926146,0.022009660225926146,12.0,22,0,2.7508828657387236
LHS_0050,2.59230394940665,1.8902694410206113,0.5141387525113196,0.31864724604737105,0.032224737978518374,0.5828985773026054,0.012380644056743694,0.06787934014716039,0.09624412185403979,7.570600467350557e-07,337947.2221032998,28817258615171.86,4.8594750903931355e+19,0.43409386194928434,1.610791478291843,1.6754495459541088,0.44925094698206247,1.6274995599217623,1.563845144533277,1.1860078498923652,4.5444234742479,0.28232205722616815,114.58969313928559,7.210303006567845e+18,9.064226656552242e+18,4.584731554797709e+18,-0.29601684485133006,8.852219401580353,1.8225279137821442,0.00039165621402703665,0.17856120977193699,0.17856120977193699,12.0,22,0,2.619681575181305
LHS_0038,2.6124355115142444,1.539178669048059,0.6889929296473467,0.5211533389197324,0.13356926443791242,0.3044209966055607,0.05993564285905422,0.0,0.0,4.834940076951489e-07,151000.64563868818,22186810150106.207,5.739917458755756e+19,0.3141924130611119,0.456716954498315,4.424968805390197,2.995393536920946,0.7246048186481797,0.6614204898192878,1.7435097530683685,0.9094139711474004,2.581790640703277,87.21952036314508,3.27214040300011e+18,3.331678548883876e+18,3.069773723409286e+18,-0.03555672831486614,1.9786930917299277,8.360400094820005,0.00045664316746018977,0.06429403762829075,0.06429403762829075,12.0,22,0,2.301486045161928
LHS_0054,2.645375578446337,2.120629057492311,0.45560348932626765,0.0,0.17251472069067525,0.7594104572254023,0.04450354706210107,0.1490832139497306,1.9815140719820221,1.5843565214479714e-08,158855.8938174487,69124981025483.64,5.5395380703781536e+19,0.7579534537033976,0.37406893522688817,1.1380539636038134,3.064217787377872,1.016557594462127,6.229335646696346,1.3261249510787843,4.937144116271681,0.3128330770773647,157.99955124939942,2.9882686237458417e+18,7.69256711727035e+18,6.016427880035283e+17,-1.1067325790288196,8.978289112626333,2.8420797322464497,0.0010256750722917702,0.41685708943297084,0.41685708943297084,12.0,22,0,3.1945115072386914
LHS_0033,2.7025742319972483,1.726151535866353,0.6120023533013318,0.5036555345031359,0.04066111317427612,0.7414250253929628,0.05716937137918025,0.15661750244949588,0.037611756869590236,3.138693629578605e-08,467992.3632789527,13576330992165.117,5.70347281297362e+19,0.3432479424340183,1.3288256361843735,0.22015907836111318,2.7786426436573626,5.030840161850542,0.33789337973282485,2.1958479404108386,4.184848303821238,0.24006990792569682,118.61304172378722,5.986786645190949e+18,6.252094427171663e+18,5.475031211532598e+18,-0.05763892936702639,8.777083147719093,1.9985999430779149,0.0010561107971329123,0.4492292563711362,0.4492292563711362,12.0,22,0,2.5388245546806116
LHS_0022,2.761184420105021,1.8930172809316355,0.5952699581411932,0.4401939459502253,0.036414312028422095,0.40304798599364766,0.019536225909890414,0.0,0.05559092892624271,2.363216888496196e-07,218769.9965161626,24676553089101.18,5.230054689929148e+19,1.4256032213736884,0.7468736490724651,0.3496474877437385,4.615007658038091,2.354321907421428,0.5954501371250325,1.2106800495917447,4.3204064877343,2.0066765618566693,128.5861151726123,4.851251312610282e+18,5.283310145884959e+18,3.8449403517502715e+18,-0.13801649901348215,8.662958365433285,8.285357089657051,0.0006137207770594084,0.22935874238806817,0.22935874238806817,12.0,22,0,4.708549829822023
LHS_0017,2.9615501247991016,2.1637392454212936,0.5747883559840351,0.32656427882226335,0.08527273944489012,0.6513511701770809,0.03894244751630133,0.2149297314324928,0.0,6.723547227472968e-08,476889.3652100598,35335357120019.0,5.46905702668257e+19,0.3512620607694129,0.3138930166884949,0.5273996863068321,0.648540499199844,2.426388777815558,1.6663745678882491,0.30621419327264354,4.740390971406528,0.041420698130740945,97.93068877669727,1.204950277000554e+19,1.5280039433918915e+19,7.894401532860336e+18,-0.28680526290853225,9.84655604888189,0.479642837816317,0.00012433191146287592,0.05581562305541631,0.05581562305541631,12.0,22,0,2.437447341292465
LHS_0008,2.974987172109453,2.5752879800948008,0.3675754757159147,0.045965336106546656,0.06709164856018238,0.6060371880686893,0.03695034220764004,0.16013434343836946,0.858133972190286,1.5641742000336945e-07,306650.0357506518,72474478939209.1,5.444027953886066e+19,0.6701394166986177,2.875608631211863,0.6902252605176936,3.572717120049069,1.180403783604837,3.5887087137081037,0.360844298905643,5.424129793294928,0.2602429162751392,110.22648660733611,9.6690447329149e+18,1.7655619544157071e+19,3.36122247868938e+18,-0.720385702476481,10.46560625590702,2.7496238219471154,0.00033174436650772844,0.13926292259227413,0.13926292259227413,12.0,22,0,3.603196782353883
LHS_0023,3.0177704981319935,2.67272806761804,0.17234070832545265,0.0,0.1394670475707327,0.7863553707475479,0.08424983954981902,0.2569649577688663,2.1032605982144665,1.3294197589183042e-07,619107.717056241,61206479567294.27,4.11832071900919e+19,0.5047686305098901,2.6184793208771793,0.29630091763144517,1.3267522639727714,2.869647629564084,7.7451219520548396,0.871956836225804,5.502458183693148,0.0017318893396707402,128.9780986968886,6.122379268423046e+18,2.109377838221042e+19,8.937630209408365e+17,-1.3729319969163365,10.037012662449596,0.024755622102222288,0.0005414997112899847,0.29548779223675264,0.29548779223675264,12.0,22,0,2.695407197557702
LHS_0040,3.023524222530877,2.665592363117069,0.27065388437560906,0.0,0.13218027060406098,0.4545242506317706,0.06783323625869357,0.04256142454185994,1.7174930415062686,1.8023731049940398e-08,681391.0719445002,53954953236670.09,4.276975555177961e+19,0.9730312415734741,2.1440426104469585,0.2852843644095855,0.4824694605223698,0.21928585568928555,4.935638726776185,0.9898507949158901,5.435308071681915,0.630915228627763,103.35287863478325,1.1753516560228377e+19,2.7681408645453808e+19,2.202243135735001e+18,-1.09932292163995,10.872275853372445,3.894584699930577,0.000775547217340784,0.39805608975843926,0.39805608975843926,12.0,22,0,4.149700194272259
LHS_0047,3.096908730342486,1.7961995224083114,0.7607116385390301,0.5259315905496106,0.4532077557133616,0.19658418529968716,0.009971493388749352,0.0,0.0,4.1091764356074995e-07,927401.6008905725,19712596058915.918,5.116129133303261e+19,0.24280722069830799,0.44076283355564055,1.9253149136488283,3.6859190587771344,0.5965349224711355,1.253076939136855,2.6928886356276363,0.4520501199955524,2.841718489707272,39.19780339828051,1.79189595296791e+19,1.8142235789371064e+19,1.6948823297171368e+19,-0.029551255140602455,2.0153433756627774,8.572040155520337,0.0005070587258335583,0.14688926493996363,0.14688926493996363,12.0,22,0,2.3043189803193633
LHS_0048,3.1300114333817617,2.551147914710908,0.4824700410961985,0.0,0.19136253806839343,0.8398793626693206,0.07755548123638864,0.2396097504973901,2.1671609472080173,1.2310098812700989e-08,736969.2736370418,15050839938583.75,5.977581217194804e+19,1.005053197975656,1.776887060479257,0.333740021128812,3.3030209367501198,6.252648296071864,6.047188079078736,0.4878046724189254,5.397432133763594,0.03888219150824719,167.25687609382467,2.7538903090983485e+18,7.259768496641177e+18,5.504998650191374e+17,-1.1201655550873681,9.811374072214026,0.7545501678669643,0.0004560316324418935,0.17885353820158584,0.17885353820158584,12.0,22,0,2.875159614884659
LHS_0012,3.4961676912232247,2.136194713429152,0.7016136707373457,0.5314264073183187,0.5477103693738252,0.08745074321271717,0.09441494785578125,0.22055254514821382,0.0,2.1352822932170924e-07,967670.3069050843,14318816539870.709,4.023046538244337e+19,0.8964720338549991,0.4182865217352923,0.7794211069541085,2.5745029911197577,0.33786201652931797,3.174453356803161,0.315111145999758,0.17790983552162645,3.0894641843988566,31.528367246868854,1.3552109655144196e+19,1.3712586104069806e+19,1.302154348429475e+19,-0.02245690204597193,0.37499651429616976,10.164044926663754,2.9254314037346557e-05,0.007101833988527831,0.007101833988527831,12.0,22,0,2.4964360633489813
LHS_0042,3.6321003245741927,3.0370096791719132,0.4598425569146673,0.21731294145091268,0.03173255613305045,0.7025378276222599,0.0036837223045564703,0.2549795148327994,0.436127042139311,1.0012957088792387e-07,264292.74409143,49724720211799.68,5.0425907943230185e+19,0.7017256444837571,0.6147830699414205,1.4891302795127948,1.5107914780156895,4.619665514672434,2.0709083490332825,1.5813183396321238,5.713157978605616,0.0031602605462257884,119.9550098275983,7.901916787381954e+18,1.1327737069680204e+19,4.1345653740356234e+18,-0.4377132967640712,11.732617957459574,0.039491884845119785,0.0007749485317420121,0.36409947404095794,0.36409947404095794,12.0,22,0,3.071219814207197
LHS_0055,3.715715332289515,2.5342717875781244,0.8720526066670938,0.4621252234435493,0.2210528123753362,0.2358088988582296,0.03820644577962556,0.0,0.08066402745937787,6.12861642128218e-07,846173.7990379959,38645417589911.97,4.578925299951234e+19,1.4105335416714666,2.4257358316573123,0.42542353235827707,0.8747157317770894,0.7774350984302701,0.6248788648547632,2.5846533812404746,4.835940135119362,0.8008064473359423,73.72343069029303,2.8812151950504616e+19,3.1644491117472727e+19,2.45617106487479e+19,-0.11003950525703984,12.14565380410838,3.2078564340923523,0.00131641949685511,0.6445293290292113,0.6445293290292113,12.0,22,0,3.9948294374936824
LHS_0044,3.7877638607706796,2.8924589776157523,0.610108591063278,0.4111272590236491,0.06319113009040742,0.5795453171267184,0.06354428319302763,0.20283601774387383,0.004826253858359664,1.8889138030560825e-08,213488.34373631276,65723605580731.92,4.3194228474734576e+19,0.5697775013638857,0.3842607690712301,0.255201866018502,0.5500329814407021,0.6798311907716127,0.8572782399119413,1.5903857098326837,5.588965781411638,0.056794874402536256,105.31819927446591,1.142174780192268e+19,1.3290260926848311e+19,8.852642896070583e+18,-0.1764605617955993,11.901603721028597,0.6137279745897881,0.0005997263104511337,0.34081785962742583,0.34081785962742583,12.0,22,0,3.240971536020822
LHS_0006,3.8221235925843695,3.0503657951265244,0.6222038925075523,0.0,0.26994144258223157,0.8905300410616066,0.08195301322953298,0.25980684980879554,3.434292481366538,1.4055678155637073e-08,281605.45302974427,43190866789077.62,4.14015872239818e+19,1.1417942612670822,2.943983215463979,2.3109995493658264,0.2464742610081817,7.148051277095557,7.209537645379727,2.038400800062777,6.039749758054772,2.904438322727537e-07,197.76788672485745,1.8640734345164104e+18,6.879161967826636e+18,2.5245767216915805e+17,-1.4353469614968308,10.581057671015543,4.864761396845865e-06,0.001121479056592978,0.6252023040406157,0.6252023040406157,12.0,22,0,3.0503713064962104
LHS_0041,3.9899029086779745,3.1381979738396737,0.7927838350177171,0.044090886251226244,0.27310570306596804,0.7402678535510616,0.05386338444637402,0.12726379371309732,2.06465371927011,3.709476535214214e-08,274776.28746200656,11028211527914.23,5.660221006392167e+19,2.415510794616713,1.501335335689836,1.7908725224105437,2.4206858458562817,5.514662697296877,2.85170867038464,2.116881405445026,6.086961978822101,0.34177267018957874,216.25871328140963,1.4367828510303862e+18,2.53834540296514e+18,4.796432898593191e+17,-0.7236323448621361,11.489034978974248,2.911594569041545,0.0014581338406457638,0.6135567820383059,0.6135567820383059,12.0,22,0,4.290284640882196
LHS_0001,3.991765596901197,2.892378639039856,1.022737394425588,0.0,0.37337484895577755,0.9546313403792227,0.06903259828401473,0.24406295352496948,3.6290154011715985,1.6768484073176054e-08,162359.96939015322,17763599307356.074,4.2651804122538525e+19,1.811000280956767,0.6420826273745658,1.1022448557040692,1.0707883782000762,5.3399293616654315,5.346740416558204,2.005113244762536,5.8348807309306725,0.012279689497976835,264.3329371796313,7.542052109603684e+17,1.981941977483514e+18,1.491925397426077e+17,-1.1233438289886928,10.425580429231745,0.16554559896808685,0.0009782949835233188,0.5557033441863628,0.5557033441863628,12.0,22,0,3.0142194064029
LHS_0025,4.108086977984577,2.9643125753152595,0.9136514776751284,0.3715195419201559,0.2284346799212082,0.542581635646023,0.01704020745445346,0.2597886421826242,0.0,2.2938417835183066e-08,645325.4003407496,77609513111974.08,4.807616276981632e+19,0.38211930023520135,1.1445959834998263,0.4428015247968604,0.9326689891560375,5.91765693429726,1.4852417140091836,0.5243179634077237,5.389662012811873,8.661599583534134e-06,71.2679528697903,3.554594541544101e+19,4.4762608394144506e+19,2.6351286405328413e+19,-0.2301135644196678,12.29565217617857,9.620922479901464e-05,0.00023702262987336018,0.10994513637198366,0.10994513637198366,12.0,22,0,2.964416646100453
LHS_0031,4.121352333876534,3.465691304409611,0.5305328471233276,0.2057548495573064,0.06347911956435182,0.6236079392644573,0.04816126148378094,0.2597538916685404,0.38608731646204186,2.511189389135302e-08,432417.6088360535,53822568937618.03,5.58639018267459e+19,0.8814351900181538,1.4373388642505285,1.3582361937056073,1.1359418434703197,6.886698443323826,2.1364007693040437,1.8771366876823785,6.148327610170182,2.851519800919498e-05,103.62704324052426,1.3190129852952572e+19,1.959619321412606e+19,6.85107753162423e+18,-0.45641283052304904,12.955516192363259,0.0003081358727843744,0.0011453812263536468,0.47258791004860656,0.47258791004860656,12.0,22,0,3.466005103241787
LHS_0019,4.1620810005648785,3.7756675337335137,0.354019840332506,0.0,0.0772142571015977,0.623713198267727,0.07091543145226034,0.25809424692630994,1.3221055697269049,1.3252443527471106e-08,558304.0079368897,64254514802163.195,5.886883425091789e+19,1.2912454556896777,2.7658265122280934,0.3798467563616519,4.167640663041891,2.6759625550436064,3.8616888512533896,0.9039149846630343,6.60156706682752,0.002164348899977795,109.9428432288528,1.185925857257869e+19,2.536359133216717e+19,3.3290727976832343e+18,-0.8818874549647685,13.292207496949663,0.036092186186320714,0.0011399246516757442,0.4337711105891431,0.4337711105891431,12.0,22,0,3.8017766607156758
LHS_0015,4.216710451622945,3.4103514098138925,0.6500455693567865,0.27534168225174643,0.11122189145325427,0.5759198256702335,0.0025477676139979547,0.2542347701555676,0.08753215793476708,3.6951400100769025e-07,718623.8661766874,39981965759101.805,5.029418465274967e+19,0.722118808075826,0.3444582347853726,0.8962827691243931,0.2660760691002628,4.146706340065981,1.7862166106402126,0.4627482011100886,6.043303094674833,0.002559770517613115,92.84652311054914,1.8025562741290217e+19,2.4953711827686253e+19,1.0940937755247587e+19,-0.358080608156249,13.120039797742214,0.02888026680330557,0.0002362962244727767,0.1073584603616419,0.1073584603616419,12.0,22,0,3.4367620636189007
LHS_0020,4.333481351996354,3.255605549516689,0.7323213879668121,0.49323057174013707,0.11496691235301286,0.4494019419969674,0.03343677189845886,0.16741045360276796,0.11055234066368343,3.330761270500845e-08,323544.6450932232,56802710917700.8,5.4001618479589605e+19,1.0387642043034764,0.8018200696286661,0.6187201067752491,0.2857943615122129,0.45731531183316837,0.352686554702314,1.0419802542714616,6.026654158871875,0.1140945575304827,95.0283176252216,1.6765964371952687e+19,1.7939240914849593e+19,1.5227688051646523e+19,-0.07117009081100377,13.181794091548705,1.023438978066803,0.0005028304744227295,0.22183494014528873,0.22183494014528873,12.0,22,0,3.763984044578522
LHS_0028,4.38924972980543,3.619311953542602,0.5312669104042296,0.35107375383479417,0.051465387361748244,0.574861466532626,0.025134297936325458,0.15852678780483834,0.161243418594705,1.7370658402044315e-07,351701.74373894325,23619060819334.285,4.718844935918899e+19,1.3282430901517026,1.6633297330662804,2.209798507988735,1.9023385218542392,3.675117018342555,0.9714357531626768,2.335381157352192,6.511602181930382,0.1357615738201993,135.04522743801002,6.311920625673202e+18,7.770946129648884e+18,4.326773871340292e+18,-0.2543096999087675,13.461628877361587,1.2131644818818497,0.0012190683663296058,0.6334291117688307,0.6334291117688307,12.0,22,0,4.234283982977245
LHS_0032,4.538507421229617,3.6558777755114176,0.669502766896352,0.3728934274017632,0.09555022304849084,0.2979524017095945,0.01524350971553631,0.03171873593728226,0.048558441238971996,7.077296637954772e-07,368932.3472699899,58003738353159.16,5.178613677728482e+19,2.762683385398022,2.2566308782960682,0.3968242748024984,1.1917113613701489,0.903077358696744,0.9189806161583229,0.3260235828978113,6.5875971658597265,0.5413092395988423,98.51835868911043,1.6447008657173117e+19,2.0006200309964915e+19,1.1903859728732152e+19,-0.2254768121735775,14.002279922679397,3.3357918804440363,0.00021011423877465954,0.09671139128297049,0.09671139128297049,12.0,22,0,4.972666748938468
LHS_0007,4.579656293931331,4.176705196265201,0.3306247528914022,0.009143353740706057,0.10533834674057094,0.5679594575797238,0.07362202101175565,0.179259181708567,1.6478405746163616,6.462187775756349e-08,891360.7407512447,16580382731362.03,5.923685942289362e+19,2.564193190829661,0.3590461431321353,1.643255835162478,0.41506477650953577,3.1271131110869765,2.778668983135389,2.3851581689139763,7.249794673156226,0.07250572107996847,141.43245941011023,6.117723111874904e+18,1.173148486498771e+19,1.9283672089451686e+18,-0.7841632467695222,14.30363524719856,0.5845367614077236,0.0020413583530232097,0.8020329561073866,0.8020329561073866,12.0,22,0,4.512207509382808
LHS_0056,4.7852142894915755,3.85034167677898,0.5941013453492613,0.46250148577846095,0.06892423819189243,0.524835851336261,0.05636720329927698,0.12988427874781613,0.1155772719311648,7.932508294574876e-08,259608.31001123437,23916898387662.004,4.3913980130251014e+19,1.7797632367859726,0.3345320065825412,2.1119391717936713,0.3918501065668421,1.918231998059048,0.3826552350256424,0.8049065587843179,6.846648907126846,0.14901953776029164,143.44620792156658,5.537608300817326e+18,6.053120104970117e+18,4.698050725968352e+18,-0.11006158954714326,14.036590961700751,1.206379221995313,0.0003207415114755704,0.16034430680215295,0.16034430680215295,12.0,22,0,4.383684343229049
LHS_0000,4.937986287182524,4.068775157258284,0.598282364031465,0.41392764372901847,0.03158403993741757,0.5907135875983256,0.031023661085242658,0.24927831890712568,0.05074843001222019,9.024343217315786e-07,404898.3283877298,31965026709433.51,4.655285742724886e+19,1.210925378418925,1.1889233994408286,0.20038285272833442,1.0509924461387625,7.89046105957971,0.708280512058528,2.550808011971574,6.8224496920465425,0.004938569837693251,115.83184561330006,1.0480157364915272e+19,1.2212045105383879e+19,8.195138234391158e+18,-0.1732321161192009,14.815623065792028,0.04611034873376029,0.0010797854762195987,0.5709931779775888,0.5709931779775888,12.0,22,0,4.1151487282031205
LHS_0016,5.818354795823618,5.183084291910196,0.46798299602208293,0.22450173127269776,0.04776203071742239,0.5517363846261321,0.036345890450346086,0.2421971095860896,0.8227068469415201,4.4788811441483565e-08,501345.49500856217,27955381379865.883,4.598583893642208e+19,2.7131103970430726,2.0510325260722087,0.5545305657703488,2.204447418744893,3.9254417176488356,1.4114282073922453,1.1307767635440382,8.186785207836875,0.016048025151787583,132.5898063675713,8.384832238375731e+18,1.219406614018799e+19,4.53933186197706e+18,-0.42915661193771204,17.305947983349174,0.2156168572011253,0.0009894598509548895,0.4809956909462475,0.4809956909462475,12.0,22,0,5.3400946304313095
LHS_0003,6.173083943950746,4.84761432572773,0.9813800974433013,0.5137514193851415,0.21461018941924673,0.38064675203166204,0.028458220833335924,0.2545478737513558,0.1539308544696958,2.107231564487099e-08,864956.0838502946,47176715800842.44,5.338610363213756e+19,2.190719787745101,1.2578140641989988,0.6446755319424464,0.33110516748268093,1.1991816637349628,0.30076118339933877,0.47660397344238564,7.074123987600619,0.0032384239208867877,76.87541640471838,3.7172486679158006e+19,3.953803196677738e+19,3.555280439303666e+19,-0.046141184786778484,18.13684174940779,0.03537466138171705,0.0003268333415465807,0.13414329215481433,0.13414329215481433,12.0,22,0,4.8825225978624145
