Time (s),Average dC (atm/m^3)
5010000.0,5.592484628967174e+24
5020000.0,5.592484224468141e+24
5030000.0,5.592483637225282e+24
5040000.0,5.592483639108588e+24
5050000.0,5.592482670476607e+24
5060000.0,5.59248286745835e+24
5070000.0,5.59248425680689e+24
5080000.0,5.592484290887414e+24
5090000.0,5.592485527835999e+24
5100000.0,5.592484934578513e+24
5110000.0,5.59248473453674e+24
5120000.0,5.592484534146383e+24
5130000.0,5.592484301138815e+24
5140000.0,5.592484210970712e+24
5150000.0,5.592484956495462e+24
5160000.0,5.592486356090506e+24
5170000.0,5.592489420981417e+24
5180000.0,5.592487879344341e+24
5190000.0,5.592488359050207e+24
5200000.0,5.592487797777763e+24
5210000.0,5.592487588228126e+24
5220000.0,5.592487596254717e+24
5230000.0,5.592487813369943e+24
5240000.0,5.592490984275505e+24
5250000.0,5.592490678080303e+24
5260000.0,5.592490260868073e+24
5270000.0,5.592490656419455e+24
5280000.0,5.592490925780131e+24
5290000.0,5.592488502968259e+24
5300000.0,5.592488756509004e+24
5310000.0,5.592488498488627e+24
5320000.0,5.592488554555741e+24
5330000.0,5.592488385373841e+24
5340000.0,5.592488505705062e+24
5350000.0,5.592488088371579e+24
5360000.0,5.59248872505991e+24
5370000.0,5.592488769124579e+24
5380000.0,5.592490351284283e+24
5390000.0,5.592490803592069e+24
5400000.0,5.592493380223187e+24
5410000.0,5.592492209406311e+24
5420000.0,5.592492529092517e+24
5430000.0,5.592491236268843e+24
5440000.0,5.592491579254229e+24
5450000.0,5.592490115776497e+24
5460000.0,5.592489257818003e+24
5470000.0,5.592486333844124e+24
5480000.0,5.592487722567442e+24
5490000.0,5.592494851782861e+24
5500000.0,5.592491995161462e+24
5510000.0,5.59249130277678e+24
5520000.0,5.592491535069282e+24
5530000.0,5.592487451768268e+24
5540000.0,5.592487493944258e+24
5550000.0,5.592488248472843e+24
5560000.0,5.592486842885163e+24
5570000.0,5.59248740309709e+24
5580000.0,5.592482154653301e+24
5590000.0,5.592482123322488e+24
5600000.0,5.592483334181752e+24
5610000.0,5.592482613704077e+24
5620000.0,5.592483291145493e+24
5630000.0,5.592487716737538e+24
5640000.0,5.592486058886777e+24
5650000.0,5.592484992488008e+24
5660000.0,5.592482359047153e+24
5670000.0,5.59248289734171e+24
5680000.0,5.592482480988811e+24
5690000.0,5.592483091134423e+24
5700000.0,5.592483389903841e+24
5710000.0,5.59248434442743e+24
5720000.0,5.592484478807787e+24
5730000.0,5.59248434643038e+24
5740000.0,5.59248237606753e+24
5750000.0,5.592485184710924e+24
5760000.0,5.592484981366351e+24
5770000.0,5.592482356962796e+24
5780000.0,5.592481360511284e+24
5790000.0,5.592480606617028e+24
5800000.0,5.592477819744218e+24
5810000.0,5.592478548268965e+24
5820000.0,5.592478269983068e+24
5830000.0,5.592479358171506e+24
5840000.0,5.592477644173388e+24
5850000.0,5.592478494433461e+24
5860000.0,5.592480176416067e+24
5870000.0,5.59247872414955e+24
5880000.0,5.592479171342283e+24
5890000.0,5.592479135795485e+24
5900000.0,5.592478878468222e+24
5910000.0,5.592475504979194e+24
5920000.0,5.592476788607139e+24
5930000.0,5.592479517710675e+24
5940000.0,5.592480212518539e+24
5950000.0,5.592480692744279e+24
5960000.0,5.592481066870964e+24
5970000.0,5.592481152977957e+24
5980000.0,5.592481707727272e+24
5990000.0,5.592482566562315e+24
6000000.0,5.592488706288848e+24
6010000.0,5.59248555901786e+24
6020000.0,5.592485370403875e+24
6030000.0,5.592486473930904e+24
6040000.0,5.592488362302811e+24
6050000.0,5.592487447375321e+24
6060000.0,5.592486857950669e+24
6070000.0,5.592486568183855e+24
6080000.0,5.592486707893358e+24
6090000.0,5.592486673866655e+24
6100000.0,5.592488033307586e+24
6110000.0,5.592487499775662e+24
6120000.0,5.592491904082075e+24
6130000.0,5.592490394533943e+24
6140000.0,5.592490127844287e+24
6150000.0,5.592488157527943e+24
6160000.0,5.592490276677192e+24
6170000.0,5.592487984246863e+24
6180000.0,5.592487936075277e+24
6190000.0,5.592487296197383e+24
6200000.0,5.592488542901037e+24
6210000.0,5.59248718329925e+24
6220000.0,5.592487896397165e+24
6230000.0,5.592485170391457e+24
6240000.0,5.592485169259306e+24
6250000.0,5.592484646437061e+24
6260000.0,5.592484743497263e+24
6270000.0,5.592485066903722e+24
6280000.0,5.592485243881084e+24
6290000.0,5.592486143740498e+24
6300000.0,5.59248923046991e+24
6310000.0,5.592487765252486e+24
6320000.0,5.592487618093489e+24
6330000.0,5.592487721961439e+24
6340000.0,5.592487716084196e+24
6350000.0,5.592487439941025e+24
6360000.0,5.592487420239029e+24
6370000.0,5.592488022793259e+24
6380000.0,5.59248735131367e+24
6390000.0,5.592484744818285e+24
6400000.0,5.592484432448497e+24
6410000.0,5.592483436463159e+24
6420000.0,5.592484152814098e+24
6430000.0,5.592486347096835e+24
6440000.0,5.592484010881726e+24
6450000.0,5.59248416703031e+24
6460000.0,5.592484068311605e+24
6470000.0,5.592485746019321e+24
6480000.0,5.592485618936433e+24
6490000.0,5.592485455778789e+24
6500000.0,5.592478068390968e+24
6510000.0,5.592479415803443e+24
6520000.0,5.592479864523288e+24
6530000.0,5.59248071808612e+24
6540000.0,5.592481341060617e+24
6550000.0,5.592482657026943e+24
6560000.0,5.59248305790001e+24
6570000.0,5.592482200792245e+24
6580000.0,5.592483694071701e+24
6590000.0,5.592483916006599e+24
6600000.0,5.592483893168924e+24
6610000.0,5.592482883583496e+24
6620000.0,5.592483554618751e+24
6630000.0,5.592483874175909e+24
6640000.0,5.592484570154499e+24
6650000.0,5.592484528629792e+24
6660000.0,5.592486221185263e+24
6670000.0,5.592489680959774e+24
6680000.0,5.592487703330195e+24
6690000.0,5.592488965356474e+24
6700000.0,5.592488332306939e+24
6710000.0,5.59249340946991e+24
6720000.0,5.59249156677618e+24
6730000.0,5.592489695159735e+24
6740000.0,5.592490042372796e+24
6750000.0,5.592490559064429e+24
6760000.0,5.592489498359655e+24
6770000.0,5.592486008509113e+24
6780000.0,5.592485564592126e+24
6790000.0,5.592485202453492e+24
6800000.0,5.59248495298183e+24
6810000.0,5.592485401344489e+24
6820000.0,5.592486995559881e+24
6830000.0,5.592486167029586e+24
6840000.0,5.592486033588283e+24
6850000.0,5.592486110219176e+24
6860000.0,5.592487098837191e+24
6870000.0,5.592487652530194e+24
6880000.0,5.592487010522471e+24
6890000.0,5.592487524698739e+24
6900000.0,5.592484124530886e+24
6910000.0,5.592484515463908e+24
6920000.0,5.592484903160626e+24
6930000.0,5.592485670300179e+24
6940000.0,5.592487022609142e+24
6950000.0,5.592486583089656e+24
6960000.0,5.592491664788714e+24
6970000.0,5.592490890603987e+24
6980000.0,5.592488809389924e+24
6990000.0,5.592487659046234e+24
7000000.0,5.59248549235526e+24
7010000.0,5.592484356899479e+24
7020000.0,5.592483573921686e+24
7030000.0,5.592483856110011e+24
7040000.0,5.592484011183719e+24
7050000.0,5.592484134799092e+24
7060000.0,5.592483403854197e+24
7070000.0,5.592481727651582e+24
7080000.0,5.592481462600891e+24
7090000.0,5.592482887929474e+24
7100000.0,5.592483092373648e+24
7110000.0,5.592482634531485e+24
7120000.0,5.592479344745581e+24
7130000.0,5.592480638690722e+24
7140000.0,5.592478454176088e+24
7150000.0,5.592477872522762e+24
7160000.0,5.592478799205595e+24
7170000.0,5.592478623358086e+24
7180000.0,5.59247906573843e+24
7190000.0,5.592479311115443e+24
7200000.0,5.592479126922874e+24
7210000.0,5.592479265122791e+24
7220000.0,5.592479165097081e+24
7230000.0,5.592479489676429e+24
7240000.0,5.59247791737561e+24
7250000.0,5.59247851275037e+24
7260000.0,5.592478811466337e+24
7270000.0,5.592480245914913e+24
7280000.0,5.592479207342407e+24
7290000.0,5.592479899673777e+24
7300000.0,5.592481082278379e+24
7310000.0,5.59248110500802e+24
7320000.0,5.592481913589672e+24
7330000.0,5.592483164084351e+24
7340000.0,5.592482322082811e+24
7350000.0,5.592482334872744e+24
7360000.0,5.592483009819992e+24
7370000.0,5.592484006122445e+24
7380000.0,5.592484414265176e+24
7390000.0,5.592483026868738e+24
7400000.0,5.592482931882142e+24
7410000.0,5.592485676721396e+24
7420000.0,5.592483413009238e+24
7430000.0,5.592483699550878e+24
7440000.0,5.59248442312881e+24
7450000.0,5.592483398238049e+24
7460000.0,5.592483972660684e+24
7470000.0,5.592483901032612e+24
7480000.0,5.592485009166135e+24
7490000.0,5.59248363110595e+24
7500000.0,5.592483194150625e+24
7510000.0,5.592488647574963e+24
7520000.0,5.592487288441072e+24
7530000.0,5.5924862125608e+24
7540000.0,5.592485719517511e+24
7550000.0,5.592484799346153e+24
7560000.0,5.592485948160811e+24
7570000.0,5.592485563984237e+24
7580000.0,5.592484850171442e+24
7590000.0,5.592484132117974e+24
7600000.0,5.592484928052795e+24
7610000.0,5.59248527434588e+24
7620000.0,5.592485289657559e+24
7630000.0,5.592486003719273e+24
7640000.0,5.592485131397822e+24
7650000.0,5.592484618685057e+24
7660000.0,5.592484302063248e+24
7670000.0,5.592484291756007e+24
7680000.0,5.592484679892392e+24
7690000.0,5.592483227437486e+24
7700000.0,5.592482976671648e+24
7710000.0,5.592484044186031e+24
7720000.0,5.592482969350684e+24
7730000.0,5.59248361243816e+24
7740000.0,5.59248347592556e+24
7750000.0,5.592484990756894e+24
7760000.0,5.592484873402841e+24
7770000.0,5.592484432837135e+24
7780000.0,5.592486533078093e+24
7790000.0,5.592486204629293e+24
7800000.0,5.592486215540608e+24
7810000.0,5.592486176867905e+24
7820000.0,5.59248575459657e+24
7830000.0,5.592485811932334e+24
7840000.0,5.592486867335955e+24
7850000.0,5.592486461412212e+24
7860000.0,5.592484939759555e+24
7870000.0,5.592485020630789e+24
7880000.0,5.592485058524147e+24
7890000.0,5.592485803681682e+24
7900000.0,5.592488108036117e+24
7910000.0,5.592487490443326e+24
7920000.0,5.592487318641546e+24
7930000.0,5.59248731140726e+24
7940000.0,5.592488506685702e+24
7950000.0,5.592490525807493e+24
7960000.0,5.592488360131291e+24
7970000.0,5.592490891579001e+24
7980000.0,5.592489158471735e+24
7990000.0,5.592486774441066e+24
8000000.0,5.592486459964241e+24
8010000.0,5.592486291971039e+24
8020000.0,5.592486455544e+24
8030000.0,5.592483630370563e+24
8040000.0,5.592480296099189e+24
8050000.0,5.592483761732777e+24
8060000.0,5.592482982846489e+24
8070000.0,5.592482335734782e+24
8080000.0,5.592482342235741e+24
8090000.0,5.592482997318512e+24
8100000.0,5.592483213209363e+24
8110000.0,5.59248325620368e+24
8120000.0,5.592482175043337e+24
8130000.0,5.592482504477396e+24
8140000.0,5.592483042683414e+24
8150000.0,5.592480986002377e+24
8160000.0,5.592481693335052e+24
8170000.0,5.592483160392269e+24
8180000.0,5.592482943168432e+24
8190000.0,5.592485818510634e+24
8200000.0,5.592484449504891e+24
8210000.0,5.592483717668986e+24
8220000.0,5.5924822692596e+24
8230000.0,5.592482538002909e+24
8240000.0,5.592482632353094e+24
8250000.0,5.592482367000949e+24
8260000.0,5.592484139550215e+24
8270000.0,5.592484539022107e+24
8280000.0,5.592481596820847e+24
8290000.0,5.592481312775541e+24
8300000.0,5.592480339227928e+24
8310000.0,5.592479699345448e+24
8320000.0,5.592478589584714e+24
8330000.0,5.592482178090244e+24
8340000.0,5.592481031817576e+24
8350000.0,5.592481114276983e+24
8360000.0,5.59248119123062e+24
8370000.0,5.592481501112002e+24
8380000.0,5.592483212517847e+24
8390000.0,5.592482102647581e+24
8400000.0,5.592480476226547e+24
8410000.0,5.592478219774919e+24
8420000.0,5.592479297354944e+24
8430000.0,5.592479346933037e+24
8440000.0,5.592480200108723e+24
8450000.0,5.59248055317498e+24
8460000.0,5.592481501457242e+24
8470000.0,5.592480613445391e+24
8480000.0,5.592480999564985e+24
8490000.0,5.592481654624916e+24
8500000.0,5.592479256421956e+24
8510000.0,5.592479267150148e+24
8520000.0,5.592478698121602e+24
8530000.0,5.592482366513613e+24
8540000.0,5.59248331363379e+24
8550000.0,5.592481239243032e+24
8560000.0,5.592480719066816e+24
8570000.0,5.592483855363825e+24
8580000.0,5.592482041765382e+24
8590000.0,5.592481286049563e+24
8600000.0,5.592481169438033e+24
8610000.0,5.592481271882609e+24
8620000.0,5.592481868494191e+24
8630000.0,5.592475667155445e+24
8640000.0,5.592475797499692e+24
8650000.0,5.592476044220091e+24
8660000.0,5.592476526766739e+24
8670000.0,5.592477561180092e+24
8680000.0,5.592475597294954e+24
8690000.0,5.592477711772948e+24
8700000.0,5.592477302628863e+24
8710000.0,5.592477218095875e+24
8720000.0,5.592477394362443e+24
8730000.0,5.592476861415089e+24
8740000.0,5.592478914381504e+24
8750000.0,5.592478070287811e+24
8760000.0,5.592477810772901e+24
8770000.0,5.592479230162854e+24
8780000.0,5.592479436250871e+24
8790000.0,5.592480264221082e+24
8800000.0,5.592480743480236e+24
8810000.0,5.592478896529681e+24
8820000.0,5.592478783293514e+24
8830000.0,5.592479228523414e+24
8840000.0,5.592479923983735e+24
8850000.0,5.592480128398424e+24
8860000.0,5.592480252104371e+24
8870000.0,5.592487774297308e+24
8880000.0,5.592486237746722e+24
8890000.0,5.592488957372825e+24
8900000.0,5.592488879021347e+24
8910000.0,5.592487377192101e+24
8920000.0,5.592486776645911e+24
8930000.0,5.592486675060944e+24
8940000.0,5.592488204675078e+24
8950000.0,5.592488107424912e+24
8960000.0,5.592487985265812e+24
8970000.0,5.592490638382347e+24
8980000.0,5.592489079358959e+24
8990000.0,5.592487551907425e+24
9000000.0,5.592488384593473e+24
9010000.0,5.592488076509706e+24
9020000.0,5.592488004514587e+24
9030000.0,5.592486625963481e+24
9040000.0,5.59248649479733e+24
9050000.0,5.592487777691217e+24
9060000.0,5.592484573098465e+24
9070000.0,5.592483898616851e+24
9080000.0,5.592483150878077e+24
9090000.0,5.592483089604113e+24
9100000.0,5.592480963613182e+24
9110000.0,5.592480964832779e+24
9120000.0,5.592479209950538e+24
9130000.0,5.592478602590291e+24
9140000.0,5.592478538738407e+24
9150000.0,5.592476230573079e+24
9160000.0,5.592468151237761e+24
9170000.0,5.592468480538075e+24
9180000.0,5.592470111089514e+24
9190000.0,5.592470130482013e+24
9200000.0,5.592470355537373e+24
9210000.0,5.592471682702089e+24
9220000.0,5.59247192033408e+24
9230000.0,5.592471994027088e+24
9240000.0,5.592472554110135e+24
9250000.0,5.592472411183477e+24
9260000.0,5.592471202041596e+24
9270000.0,5.592472701557816e+24
9280000.0,5.592472377731036e+24
9290000.0,5.592471416595166e+24
9300000.0,5.592470791395059e+24
9310000.0,5.592471486886895e+24
9320000.0,5.592472229007547e+24
9330000.0,5.592471644193216e+24
9340000.0,5.592470295980235e+24
9350000.0,5.592471390708483e+24
9360000.0,5.592472108957134e+24
9370000.0,5.59247341717317e+24
9380000.0,5.592474148045255e+24
9390000.0,5.592473547398276e+24
9400000.0,5.592475425535395e+24
9410000.0,5.592477786145226e+24
9420000.0,5.592473733207151e+24
9430000.0,5.592475059877189e+24
9440000.0,5.592474617366303e+24
9450000.0,5.592474281328454e+24
9460000.0,5.592472922829874e+24
9470000.0,5.592472022556889e+24
9480000.0,5.59247218341982e+24
9490000.0,5.59247242214348e+24
9500000.0,5.592473354958154e+24
9510000.0,5.592479157945714e+24
9520000.0,5.592477621126121e+24
9530000.0,5.592476953544084e+24
9540000.0,5.592477274845329e+24
9550000.0,5.592479493971984e+24
9560000.0,5.592479551508179e+24
9570000.0,5.592480418492464e+24
9580000.0,5.592482722112864e+24
9590000.0,5.59248261701376e+24
9600000.0,5.592482980248489e+24
9610000.0,5.592483440571877e+24
9620000.0,5.592480861824355e+24
9630000.0,5.592482408742407e+24
9640000.0,5.592482375524375e+24
9650000.0,5.592482422937569e+24
9660000.0,5.592485034553103e+24
9670000.0,5.592499862301684e+24
9680000.0,5.592494950664185e+24
9690000.0,5.592493096721899e+24
9700000.0,5.592491744986155e+24
9710000.0,5.592491026189995e+24
9720000.0,5.592490652195897e+24
9730000.0,5.592490803313534e+24
9740000.0,5.592490009168292e+24
9750000.0,5.592489665735585e+24
9760000.0,5.592488765586622e+24
9770000.0,5.59248824709154e+24
9780000.0,5.592488694549786e+24
9790000.0,5.592488677101149e+24
9800000.0,5.592489717720616e+24
9810000.0,5.59248959589783e+24
9820000.0,5.592489445985843e+24
9830000.0,5.592493301610579e+24
9840000.0,5.592492295265794e+24
9850000.0,5.59249147386743e+24
9860000.0,5.592494643986576e+24
9870000.0,5.592493495758321e+24
9880000.0,5.592492640936341e+24
9890000.0,5.592492623274234e+24
9900000.0,5.592492075952924e+24
9910000.0,5.592489718114375e+24
9920000.0,5.592489025225354e+24
9930000.0,5.592487525777709e+24
9940000.0,5.592487502318267e+24
9950000.0,5.592487931792115e+24
9960000.0,5.592488530430956e+24
9970000.0,5.592488695689384e+24
9980000.0,5.592490807475575e+24
9990000.0,5.59249051745954e+24
10000000.0,5.592489017218908e+24
